Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto,House_Num,Location_Type,Context_Type,Debris_Label
8,23,169-190,House 7 Outside,GHM,22-08-23,,1,2,,,,16,,1,4,2,0,,1,0.63,,x,House 7,Outside,Domestic,Proximal flake
8,18,199-226,House 6,GDD,24-08-23,,1,2,24.83,13.24,4.8,16,4,,2,,0,,1,,MOQ-2400,x,House 6,Unspecified (House),Domestic,Missing
8,16,190-200,House 8 Outside,ENHR,25-08-23,,2,<1,,,,16,,2,0,0,0,0,,0.11,,,House 8,Outside,Domestic,Flake shatter
8,23,190-200,House 7,GDD,24-08-23,,1,1,,,,16,,1,0,3,0,,1,0.45,,,House 7,Unspecified (House),Domestic,Proximal flake
8,24,195-210,Temple 2,SCS,28-08-23,,1,1,,,,16,,1,2,1,0,,,0.23,,,,Other,Temple,Proximal flake
8B,6,160-215,EP Burial,KR,1/9/2023,,1,2,,,,16,,3,,0,0,,,2.05,,,,Other,EP,Angular debris
8B,6,160-215,EP Burial,KR,1/9/2023,,1,1,,,,16,,1,2,0,0,,,0.19,,,,Other,EP,Proximal flake
8B,6,160-215,EP Burial,KR,1/9/2023,,1,2,,,,16,,2,0,2,0,3,1,0.61,,,,Other,EP,Flake shatter
8,24,195-210,Temple 2,SCS,25-08-23,,1,2,,,,16,,1,0,1,0,3,,0.67,,,,Other,Temple,Proximal flake
8A,3,177-199,,YKRA,23/08/23,,1,1,,,,16,,1,2,2,0,1,,0.36,,,,Unknown,No Context,Proximal flake
8,16,?-172,,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.31,,,,Unknown,No Context,Angular debris
8,24,168-203,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,1,2,2,0,1,1,0.12,,,House 6,Outside,Domestic,Proximal flake
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,0,0,0,5,,0.26,,,House 7,Unspecified (House),Domestic,Proximal flake
8,18,199-216,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,2,0,3,,0.31,,,House 6,Unspecified (House),Domestic,Proximal flake
8A,4,106-130,,FM/KR,18/08/23,,1,2,,,,16,,1,1,3,0,1,1,0.54,,,,Unknown,No Context,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,3,,0,0,0,,0.39,,,,Unknown,No Context,Angular debris
5,3,89-92,,HQB,6/9/2022,,1,2,20.86,13.81,4.18,16,4,,3,,0,,1,1.0,MOQ-054,x,,Unknown,No Context,Missing
8,19,227-231,EP,YKRA,25/08/23,,1,2,,,,16,,3,,0,0,0,,1.2,,,,Other,EP,Angular debris
8,16,?-172,House 7,ENHR,18/08/23,,2,1,,,,16,,2,,,0,0,,0.3,,,House 7,Unspecified (House),Domestic,Flake shatter
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,2,1,0,2,,0.62,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,1,,,,16,,1,2,2,0,1,,0.19,,,,Other,Other,Proximal flake
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,1,,,,16,,1,2,2,0,1,1,0.06,,,,Other,Other,Proximal flake
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,2,,,,16,,1,0,2,0,3,1,0.53,,,,Other,Other,Proximal flake
8B,6,117-160,EP,YKRA,31/08/23,,1,1,,,,16,,1,1,1,0,2,1,0.06,,,,Other,EP,Proximal flake
8B,6,117-160,EP,YKRA,31/08/23,,1,1,,,,16,,2,,,0,0,,0.08,,,,Other,EP,Flake shatter
8,16,190-200,House 8 Outside,HQB,24/08/23,,1,1,,,,16,,1,1,1,0,1,,0.12,,,House 8,Outside,Domestic,Proximal flake
8,22,174-184,EP,SVM,1/9/2023,,1,<1,,,,16,,3,,0,0,0,,0.01,,,,Other,EP,Angular debris
8,22,174-184,EP,SVM,1/9/2023,,1,1,,,,16,,1,2,1,0,1,,0.13,,,,Other,EP,Proximal flake
8,22,174-184,EP,SVM,1/9/2023,,1,1,,,,16,,1,3,2,0,1,,0.65,,,,Other,EP,Proximal flake
8,22,174-184,EP,SVM,1/9/2023,,1,2,,,,16,3,,3,,0,,1,0.62,,x,,Other,EP,Missing
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,2,3,0,1,,0.4,,,House 7,Unspecified (House),Domestic,Proximal flake
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,0,1,0,3,,0.26,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,6,101-117,EP,GDD,29/08/23,,1,1,,,,16,,1,2,3,0,1,,0.68,,,,Other,EP,Proximal flake
8,24,125-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.22,,,,Other,Temple,Proximal flake
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,0,2,1,3,,0.82,,,House 7,Unspecified (House),Domestic,Proximal flake
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,2,0,2,0,3,,0.12,,,,Other,Temple,Flake shatter
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.13,,,,Other,Temple,Angular debris
8,17,144-203,House 7,GDD,23/08/23,,1,1,,,,16,,1,4,3,0,1,,0.54,,,House 7,Unspecified (House),Domestic,Proximal flake
8,17,144-203,House 7,GDD,23/08/23,,1,1,,,,16,,1,1,2,0,1,,0.37,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,5,139-166,,JSDA,29/08/23,,1,1,,,,16,4,,3,,0,,1,0.66,,,,Unknown,No Context,Missing
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,3,,0,0,0,,0.63,,,,Outside,EP,Angular debris
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,3,,0,0,0,,0.29,,,,Outside,EP,Angular debris
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,2,0,2,0,3,,0.02,,,,Outside,EP,Flake shatter
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,3,,0,0,0,,0.21,,,House 7,Unspecified (House),Domestic,Angular debris
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,3,,0,0,0,,0.84,,,,Other,Temple,Angular debris
8A,2,182-202,,,,,1,1,,,,16,,3,,0,0,0,,1.3,,,,Unknown,No Context,Angular debris
8B,5,74-96,,JSDA,29/08/23,,1,1,,,,16,1,,2,0,0,,1,0.67,,,,Unknown,No Context,Missing
8B,6,160-215,Burial 22,YKRA,1/9/2023,,1,1,,,,16,,3,,0,0,0,,1.13,,,,Other,Burial,Angular debris
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,1,0,2,0,3,,0.44,,,House 7,Unspecified (House),Domestic,Proximal flake
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,5,,0.1,,,House 7,Unspecified (House),Domestic,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,3,,0,0,0,,0.06,,,,Other,EP,Angular debris
8B,7,113-132,EP,YKRA,30/08/23,,1,2,,,,16,,2,0,0,0,0,,0.62,,,,Other,EP,Flake shatter
8,21,116-135,House 7,ENHR,21/08/23,,1,1,,,,16,,1,0,0,0,0,,0.34,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,5,162-187,EP,GDD,31/08/23,,1,2,,,,16,,1,2,2,0,3,,0.97,,,,Other,EP,Proximal flake
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,3,,0,0,0,,0.5,,,,Unknown,No Context,Angular debris
8A,3,130-153,,YKRA,21/08/23,,1,1,,,,16,,1,0,2,0,3,,0.11,,,,Unknown,No Context,Proximal flake
8,19,227-231,EP,YKRA,25/08/23,,1,2,,,,16,,1,0,1,0,3,,0.27,,,,Other,EP,Proximal flake
8B,5,122-133,,JSDA,29/08/23,,1,1,,,,16,,1,2,2,0,1,,0.45,,,,Unknown,No Context,Proximal flake
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,1,3,2,0,1,,0.24,,,,Unknown,No Context,Proximal flake
8B,5,126-133,,JSDA,29/08/23,,1,1,,,,16,,1,0,1,0,2,,0.65,,,,Unknown,No Context,Proximal flake
8B,5,124-133,,JSDA,29/08/23,,1,1,,,,16,,3,,0,0,0,,0.47,,,,Unknown,No Context,Angular debris
8,18,199-226,,GDD,23/08/23,,1,1,,,,16,,2,0,2,0,3,,0.1,,,,Unknown,No Context,Flake shatter
8,18,199-226,,GDD,23/08/23,,1,2,,,,16,4,,2,1,0,1,,1.17,,,,Unknown,No Context,Missing
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,1,1,3,1,2,,1.0,,,,Other,Temple,Proximal flake
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,,,Unknown,No Context,Flake shatter
8B,6,160-215,EP Burial,KR,1/9/2023,,1,1,,,,16,,1,2,2,0,1,2,0.68,,x,,Other,EP,Proximal flake
7,24SE,239-255,House 4 Outside,RV/HQ/HB,21/07/23,,1,2,,,,16,,3,,0,0,0,1,1.63,MOQ-376,x,House 4,Outside,Domestic,Angular debris
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,2,1,0,1,,0.61,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,6,164-215,EP,SCS/YKRA,1/9/2023,,1,1,,,,16,,2,0,0,0,0,,0.41,,,,Other,EP,Flake shatter
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,2,0,1,0,3,,0.23,,,,Other,Temple,Flake shatter
8,16,?-172,House 7,ENHR,18/08/23,,1,2,,,,16,,3,,0,0,0,1,0.34,,,House 7,Unspecified (House),Domestic,Angular debris
7,34N,82-92,House 2 Outside,MB/RP/LL,27/06/23,,1,2,,,,16,,2,0,2,0,3,,1.54,MOQ-682,x,House 2,Outside,Domestic,Flake shatter
7,33,70-80,House 2 Outside,GHM,22/06/23,,1,3,29.66,15.37,5.2,16,4,,0,1,0,3,1,1.88,MOQ-535,x,House 2,Outside,Domestic,Missing
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,2,0,0,0,3,,0.57,,,,Unknown,No Context,Flake shatter
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.15,,,,Unknown,No Context,Flake shatter
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,1,0,2,0,2,1,0.24,,,,Unknown,No Context,Proximal flake
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,1,3,2,0,3,,0.23,,,,Unknown,No Context,Proximal flake
8,24,195-210,Temple 2,GCS,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.08,,,,Other,Temple,Angular debris
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,2,0,3,0,3,,0.31,,,,Unknown,No Context,Flake shatter
8,18,199-226,House 6,GDD,24/08/23,,1,2,,,,16,,2,0,0,0,0,,1.0,,,House 6,Unspecified (House),Domestic,Flake shatter
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.07,,,,Unknown,No Context,Flake shatter
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.29,,,,Unknown,No Context,Flake shatter
8A,2,146-182,,SCS,18/08/23,,2,1,,,,16,,1,0,2,0,3,,0.14,,,,Unknown,No Context,Proximal flake
8A,4,106-130,,FM/KR,18/08/23,,1,<1,,,,16,,2,0,0,0,0,,0.02,,,,Unknown,No Context,Flake shatter
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.32,,,,Other,EP,Flake shatter
8,24,168-203,House 6,GDD,21/08/23,,1,2,,,,16,,3,0,0,0,0,,0.37,,,House 6,Unspecified (House),Domestic,Angular debris
8,24,168-203,House 6,GDD,21/08/23,,1,2,,,,16,,1,3,0,0,2,,0.9,,,House 6,Unspecified (House),Domestic,Proximal flake
8,24,168-203,House 6,GDD,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,,House 6,Unspecified (House),Domestic,Flake shatter
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,1,2,3,0,1,,0.12,,,,Other,EP,Proximal flake
8B,7,132-147,Edificio Vano de Acceso 2,YKRA,31/08/23,,1,1,,,,16,,1,3,2,0,1,,0.73,,,,Other,Other,Proximal flake
8B,7,132-147,Edificio Vano de Acceso 2,YKRA,31/08/23,,1,1,,,,16,,1,2,1,0,1,,0.36,,,,Other,Other,Proximal flake
8,24,168-203,House 6 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.31,,,House 6,Outside,Domestic,Flake shatter
8,24,168-203,House 6 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,1,,0.59,,,House 6,Outside,Domestic,Angular debris
5,4S,74,,GDD,8/9/2022,,1,2,,,,16,4,,,0,0,,1,1.39,MOQ-291,x,,Unknown,No Context,Missing
5,4,160-167,House 4N Inside,RPDA,16/09/22,,1,2,21.97,14.45,4.79,16,4,,,0,0,,2,1.22,MOQ-123,x,House 4,Inside,Domestic,Missing
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,2,,,,16,,1,3,0,0,2,,1.27,,,,Other,Temple,Proximal flake
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,1,1,0,0,2,,1.04,,x,,Unknown,No Context,Proximal flake
8A,2,146-182,,SCS,18/08/23,,1,2,,,,16,,1,0,3,0,3,1,0.75,,x,,Unknown,No Context,Proximal flake
8B,5,124-166,,JSDA,24/08/23,,1,1,,,,16,,1,4,1,0,1,,0.13,,,,Unknown,No Context,Proximal flake
8,24,168-203,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,1,2,0,0,2,,0.34,,,House 6,Outside,Domestic,Proximal flake
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,3,0,0,0,0,,0.79,,,,Unknown,No Context,Angular debris
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,,,Other,Temple,Flake shatter
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,1,0,1,0,3,,0.06,,,,Other,Temple,Proximal flake
8,16,?-172,House 7,ENHR,21/08/23,,1,1,,,,16,,1,4,3,0,1,1,0.49,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,5,108-133,,JSDA,29/08/23,,1,1,,,,16,,1,3,1,0,1,,0.7,,,,Unknown,No Context,Proximal flake
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,1,3,3,0,1,,1.0,,,,Unknown,No Context,Proximal flake
8A,2,146-182,,SCS,18/08/23,,1,2,,,,16,,3,0,0,0,0,,0.76,,,,Unknown,No Context,Angular debris
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,,House 7,Unspecified (House),Domestic,Flake shatter
8B,7,113-,,GDD,29/08/23,,1,1,,,,16,,2,0,1,0,3,,0.1,,,,Unknown,No Context,Flake shatter
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.46,,,,Other,EP,Flake shatter
8,16,190-200,House 8 Outside,ENHR,25/08/23,,1,1,,,,16,,1,3,0,0,2,,0.31,,,House 8,Outside,Domestic,Proximal flake
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,1,2,1,0,1,,0.57,,,,Unknown,No Context,Proximal flake
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,2,,1,3,0,1,,0.41,flake tool?,,,Unknown,No Context,Missing
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.38,,,,Unknown,No Context,Flake shatter
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,2,,,,16,,1,0,1,0,3,,0.49,,,,Other,Temple,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,2,0,0,2,,0.8,,,,Unknown,No Context,Proximal flake
8,21,157-164,House 8 Outside,HQB,24/08/23,,1,1,,,,16,,1,1,2,0,1,,0.31,,,House 8,Outside,Domestic,Proximal flake
8,21,157-164,House 8 Outside,HQB,24/08/23,,1,2,,,,16,,1,3,2,0,1,,1.15,,,House 8,Outside,Domestic,Proximal flake
8A,7,75-95,,YKRA,28/08/23,,1,1,,,,16,,2,0,0,0,0,1,0.15,,,,Unknown,No Context,Flake shatter
8A,7,75-95,,YKRA,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.47,,,,Unknown,No Context,Proximal flake
8A,3,159-177,,YKRA,22/08/23,,1,2,,,,16,,2,0,0,0,0,,1.2,,,,Unknown,No Context,Flake shatter
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.22,,,House 7,Unspecified (House),Domestic,Flake shatter
8B,5,118-133,,JSDA,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.27,,,,Unknown,No Context,Angular debris
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,1,2,2,0,1,1,0.33,,,,Other,EP,Proximal flake
8,14,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,3,0,0,0,0,,0.53,,,,Other,EP,Angular debris
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,2,0,0,0,0,,0.13,,,,Other,Temple,Flake shatter
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.42,,,,Other,EP,Flake shatter
8,21,157-164,House 8 Outside,HQB,24/08/22,,1,2,,,,16,,1,3,3,0,1,,1.0,,,House 8,Outside,Domestic,Proximal flake
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,1,0,2,0,3,,0.53,,,,Unknown,No Context,Proximal flake
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,5,,0.68,,,,Other,EP,Flake shatter
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,1,1,1,0,1,1,0.29,,,,Other,EP,Proximal flake
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.24,,,,Other,EP,Flake shatter
8,19,231-243,EP,YKRA,25/08/23,,1,2,,,,16,4,,0,1,0,,,1.06,flake tool? not finished?,x,,Other,EP,Missing
8,11,?-242,House 7,ENHR,22/08/23,,1,2,,,,16,,1,0,1,0,3,,0.61,,,House 7,Unspecified (House),Domestic,Proximal flake
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,,,Unknown,No Context,Flake shatter
8B,7,112-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.62,,,,Other,EP,Flake shatter
8B,5N,168-183,EP,GDD,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.27,,,,Other,EP,Flake shatter
8B,5N,168-183,EP,GDD,30/08/23,,1,1,,,,16,,2,0,1,0,0,,0.26,,,,Other,EP,Flake shatter
8B,5N,168-183,EP,GDD,30/08/23,,1,2,,,,16,2,,0,1,0,,2,1.12,,,,Other,EP,Missing
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.42,,,,Other,EP,Flake shatter
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.09,,,,Other,Temple,Proximal flake
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,1,0,2,0,3,,0.3,,,,Unknown,No Context,Proximal flake
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.13,,,House 7,Outside,Domestic,Flake shatter
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,1,2,3,0,1,,0.55,,,,Unknown,No Context,Proximal flake
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,2,0,0,0,5,,0.7,,,,Unknown,No Context,Flake shatter
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,1,4,3,0,1,1,0.2,,,,Unknown,No Context,Proximal flake
8,24,168-202,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.74,,,House 6,Outside,Domestic,Flake shatter
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,1,1,0,0,2,,0.5,,,,Unknown,No Context,Proximal flake
8B,5,129-133,,JSDH,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.18,,,,Unknown,No Context,Flake shatter
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,1,1,2,0,1,,0.07,,,,Unknown,No Context,Proximal flake
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,,,Unknown,No Context,Flake shatter
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.29,,,,Unknown,No Context,Angular debris
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,1,0,3,,0.79,,,,Unknown,No Context,Flake shatter
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,3,0,5,,0.49,,,,Unknown,No Context,Flake shatter
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,1.77,,x,,Unknown,No Context,Flake shatter
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.04,,,,Unknown,No Context,Angular debris
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,2,0,3,1,3,,0.33,,,,Unknown,No Context,Flake shatter
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,1,1,2,0,1,,0.2,,,,Unknown,No Context,Proximal flake
8,19,231-243,EP,YKRA,25/08/23,,1,2,,,,16,,1,2,1,0,1,,0.63,,,,Other,EP,Proximal flake
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,2,0,3,0,0,,0.53,,,House 7,Unspecified (House),Domestic,Flake shatter
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,3,0,0,0,0,1,0.41,,,,Unknown,No Context,Angular debris
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,2,0,1,0,0,,0.46,,,,Outside,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.28,,,,Other,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.37,,,,Other,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,0,1,0,3,,0.23,,,,Other,EP,Proximal flake
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.37,,,,Other,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.5,,,,Other,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,4,,0,1,1,0,,0.37,,,,Other,EP,Missing
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,1,0,0,2,,0.35,,,,Other,EP,Proximal flake
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.38,,,,Other,EP,Flake shatter
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,0,2,0,3,,0.36,,,,Other,EP,Proximal flake
8B,7,113-132,EP,YKRA,30/08/23,,1,2,,,,16,,2,0,0,0,0,,1.19,,x,,Other,EP,Flake shatter
8,16,?-172,,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.24,,,,Unknown,No Context,Angular debris
8B,5,201-213,EP,SV,1/9/2023,,1,1,,,,16,,1,0,2,0,3,1,0.25,,,,Other,EP,Proximal flake
8B,5,201-213,EP,SV,1/9/2023,,1,2,,,,16,2,,,1,0,0,2,0.85,flake tool?,x,,Other,EP,Missing
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,2,0,3,0,0,,0.55,,,,Unknown,No Context,Flake shatter
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.09,,,,Other,EP,Angular debris
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,3,0,0,0,0,,0.25,,,House 7,Unspecified (House),Domestic,Angular debris
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,1,2,3,0,1,,0.62,,,House 7,Unspecified (House),Domestic,Proximal flake
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.65,,,House 7,Unspecified (House),Domestic,Flake shatter
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,1.7,something else?,x,House 7,Unspecified (House),Domestic,Flake shatter
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.17,,,,Unknown,No Context,Angular debris
8B,6,117-,EP Wall Fall,YKRA,30/08/23,,1,1,,,,16,,3,0,0,0,0,,0.28,,,,Other,EP,Angular debris
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,1,0,2,0,3,,0.06,,,,Unknown,No Context,Proximal flake
8,16,?-172,,ENHR,18/08/23,,1,2,,,,16,,2,0,0,0,0,,0.7,,,,Unknown,No Context,Flake shatter
8,17,144-203,,GHM,22/08/23,,1,2,,,,16,,1,0,3,0,3,1,0.41,,,,Unknown,No Context,Proximal flake
8,24,195-210,Temple 2,SCS,28/08/23,,1,2,,,,16,,1,2,3,0,1,1,1.06,,,,Other,Temple,Proximal flake
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,3,0,3,,0.33,,,House 6,Unspecified (House),Domestic,Proximal flake
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.48,,,,Other,EP,Angular debris
8A,1,236-238,House 6,SCS,22/08/23,,1,2,,,,16,,3,0,0,2,0,,2.41,,,House 6,Unspecified (House),Domestic,Angular debris
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.55,,,House 7,Unspecified (House),Domestic,Angular debris
8,23,169-190,House 7 Outside,GHM,22/08/23,,2,1>,,,,16,,2,0,0,0,0,,0.01,,,House 7,Outside,Domestic,Flake shatter
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,2,0,3,,0.01,,,House 7,Outside,Domestic,Proximal flake
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,1,0,3,,0.03,,,House 7,Outside,Domestic,Proximal flake
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.09,,,House 7,Outside,Domestic,Flake shatter
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,1,0,3,,0.14,,,House 7,Outside,Domestic,Proximal flake
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,2,0,3,,0.14,,,House 7,Outside,Domestic,Proximal flake
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,0,,0.16,,,House 7,Outside,Domestic,Angular debris
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,0,,0.41,,,House 7,Outside,Domestic,Angular debris
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.22,,,House 7,Outside,Domestic,Flake shatter
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.63,,,House 7,Outside,Domestic,Flake shatter
