Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto,House_Num,Location_Type,Context_Type,Debris_Label
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.29,,,,Other,EP,Flake shatter
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.12,,,House 6,Unspecified (House),Domestic,Angular debris
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,1,0,3,,0.01,,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,2,0,0,0,0,,0.55,,,House 6,Unspecified (House),Domestic,Flake shatter
8,18,199-226,House 6,GDD,24/08/23,,1,2,,,,16,,1,3,0,0,2,,0.91,,,House 6,Unspecified (House),Domestic,Proximal flake
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,3,0,0,0,0,,0.07,,,,Unknown,No Context,Angular debris
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,2,0,3,0,3,,0.35,,,,Unknown,No Context,Flake shatter
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,1,0,1,0,3,,0.31,,x,,Unknown,No Context,Proximal flake
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,0,3,0,3,,0.64,MOQ-458,,House 1,Above,Domestic,Proximal flake
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,3,1,0,1,,0.5,MOQ-618,x,House 1,Above,Domestic,Proximal flake
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,2,0,0,0,0,,0.34,MOQ-581,,House 1,Above,Domestic,Flake shatter
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-582,,House 1,Above,Domestic,Flake shatter
7B,3,215-,House 1 Hallway,GDD,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-492,,House 1,Unspecified (House),Domestic,Angular debris
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,2,2,0,1,,0.27,MOQ-525,,House 1,Above,Domestic,Proximal flake
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,3,0,0,0,0,,0.27,MOQ-576,,House 1,Above,Domestic,Angular debris
7A,5,310-313,,GDD,21/07/23,,1,2,,,,16,,2,0,0,0,0,,1.39,MOQ-593,,,Unknown,No Context,Flake shatter
7A,5,310-313,,GDD,21/07/23,,1,2,,,,16,,1,2,2,0,1,,1.43,MOQ-634,,,Unknown,No Context,Proximal flake
7A,5,310-313,,GDD,21/07/23,,1,1,,,,16,,1,0,3,0,3,,0.32,MOQ-633,,,Unknown,No Context,Proximal flake
7A,5,310-313,,GDD,21/07/23,,1,2,25.61,15.57,7.93,16,2,,,`,0,,2,2.26,MOQ-639,x,,Unknown,No Context,Missing
7A,5,310-313,,GDD,21/07/23,,1,1,,,,16,,1,0,3,0,3,1,0.41,MOQ-648,,,Unknown,No Context,Proximal flake
7A,6,321-324,,GDD,24/07/23,,1,2,,,,16,,3,0,0,0,0,,0.27,MOQ-657,,,Unknown,No Context,Angular debris
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.46,MOQ-632,,,Unknown,No Context,Flake shatter
7A,6,321-324,,GDD,24/07/23,,1,2,,,,16,,,,,0,,,1.71,MOQ-621,,,Unknown,No Context,Missing
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-626,,,Unknown,No Context,Angular debris
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,1,1,0,0,2,,0.33,MOQ-625,,,Unknown,No Context,Proximal flake
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,1,0,3,,0.5,MOQ-623,,,Unknown,No Context,Flake shatter
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,1,2,1,0,1,1,0.67,MOQ-620,,,Unknown,No Context,Proximal flake
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.41,MOQ-622,,,Unknown,No Context,Flake shatter
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.74,MOQ-624,,,Unknown,No Context,Flake shatter
7,29NE,237-244,House 4,HQB,20/07/23,,1,1,,,,16,,1,2,2,0,1,1,0.42,MOQ-2320,,House 4,Unspecified (House),Domestic,Proximal flake
7,29NE,237-244,House 4,HQB,20/07/23,,1,2,,,,16,3,,1,,0,,,2.37,MOQ-2321,x,House 4,Unspecified (House),Domestic,Missing
7,24W,253-261,House 4 Below Floor,MB/LL/RV,24/07/23,,1,>1,,,,16,,3,0,0,0,0,,0.02,MOQ-2340,,House 4,Inside,Domestic,Angular debris
7,30NW,241-294,House 4 Below Floor,MB/LL/RV,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.53,MOQ-2332,,House 4,Inside,Domestic,Angular debris
7,36,103-105,House 1 Outside,RVQ,27/06/23,,1,1,,,,16,,3,0,0,0,0,,0.16,MOQ-2324,,House 1,Outside,Domestic,Angular debris
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.14,MOQ-2331,,House 1,Unspecified (House),Domestic,Proximal flake
7,19,176-186,House 3,ENHR,29/06/23,,1,1,,,,16,,1,0,2,0,3,,0.2,MOQ-2329,,House 3,Unspecified (House),Domestic,Proximal flake
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,2,2,0,0,2,,0.55,MOQ-2308,,House 1,Unspecified (House),Domestic,Flake shatter
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,1,4,2,0,1,,0.17,MOQ-2279,,,Unknown,No Context,Proximal flake
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.42,MOQ-2280,,,Unknown,No Context,Proximal flake
7,30,214-219,House 1,AF/MB,12/7/2023,,1,1,,,,16,,2,2,0,0,2,,0.75,MOQ-2296,,House 1,Unspecified (House),Domestic,Flake shatter
7,33N,80-90,House Outside,MB/RP,28/06/23,,1,1,,,,16,,1,2,1,0,1,,0.54,MOQ-2286,,,Outside,Domestic,Proximal flake
7,18,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.4,MOQ-2283,,,Unknown,No Context,Flake shatter
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,2,0,1,0,3,,0.09,MOQ-2287,,,Unknown,No Context,Flake shatter
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,3,0,0,2,0,,0.55,MOQ-2288,x,,Unknown,No Context,Angular debris
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.11,MOQ-2300,,House 5,Inside,Domestic,Proximal flake
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-2301,,House 5,Inside,Domestic,Angular debris
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,2,0,0,0,0,,0.18,MOQ-2302,,House 5,Inside,Domestic,Flake shatter
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.02,not pxrf'd,,House 5,Inside,Domestic,Proximal flake
7,24NE,265-271,House 4 Outside,RV/MB/LL/RR,25/07/23,,1,2,,,,16,,3,0,0,0,0,,0.54,MOQ-2309,,House 4,Outside,Domestic,Angular debris
7,24,247-327,House 1,MB/HQ,11/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.26,MOQ-2256,,House 1,Unspecified (House),Domestic,Proximal flake
7,33N,80-90,House Outside,MB/RP/LL,27/06/23,,1,2,,,,16,,1,2,3,0,1,,0.85,MOQ-2255,,,Outside,Domestic,Proximal flake
7,30NE,254-268,House 4 Outside,RV/MB/LL/RR,25/07/23,,1,1,,,,16,,2,0,0,0,0,,0.61,MOQ-2311,,House 4,Outside,Domestic,Flake shatter
7,30NW,255-270,House 5,MB/RV,26/07/23,,1,1,,,,16,,1,2,3,0,1,,0.11,MOQ-2305,,House 5,Unspecified (House),Domestic,Proximal flake
7,11,359-362,,RVQ,27/06/23,,1,2,,,,16,,1,1,2,0,1,,0.81,MOQ-2254,,,Unknown,No Context,Proximal flake
7,24NE,265-271,House 4 Outside Below,NB/RV,25/07/23,,1,1,,,,16,,1,1,3,0,1,"1,2",0.47,MOQ-2281,x,House 4,Outside,Domestic,Proximal flake
7,23W,244-245,House 1 Floor,HQB,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.22,MOQ-2258,,House 1,Inside,Domestic,Angular debris
7,17,294-298,,RVQ,27/06/23,,1,1,,,,16,,,,,4,,,1.11,MOQ-2260,x,,Unknown,No Context,Missing
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,1,4,2,0,1,,0.59,MOQ-2269,,House 1,Unspecified (House),Domestic,Proximal flake
7,29,192-215,House 1,AFA,12/7/2023,,1,1,14.1,11.61,4.36,16,4,,,1,0,,2,0.71,MOQ-2297,x,House 1,Unspecified (House),Domestic,Missing
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,2,0,0,0,0,,0.64,MOQ-2295,,,Unknown,No Context,Flake shatter
7,6,299-419,,SCS,20/06/23,,1,1,,,,16,,3,0,0,0,0,,0.85,MOQ-2323,,,Unknown,No Context,Angular debris
7,28,142-151,Wall Fall Box Inside,MB/RP,28/06/23,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-2284,x,,Inside,Wall Fall,Proximal flake
7,25E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,1,3,3,0,1,,0.25,MOQ-2267,,House 5,Unspecified (House),Domestic,Proximal flake
7,25E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,2,0,0,0,0,,0.13,MOQ-2268,,House 5,Unspecified (House),Domestic,Flake shatter
7,29,192-215,House,AFA,12/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.19,MOQ-2259,,,Unspecified (House),Domestic,Angular debris
7,23W,244-245,House 1 Floor,HQB,20/07/23,,1,1,,,,16,,1,1,1,0,1,,0.3,MOQ-2243,,House 1,Inside,Domestic,Proximal flake
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,1,0,0,2,,0.42,MOQ-2235,,,Unknown,No Context,Proximal flake
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,0,0,2,0,3,,0.2,MOQ-2231,,,Unknown,No Context,N/A
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.44,MOQ-2236,,,Unknown,No Context,Flake shatter
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.31,MOQ-2233,,,Unknown,No Context,Flake shatter
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.58,MOQ-2234,,,Unknown,No Context,Flake shatter
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,1,1,0,1,,0.83,MOQ-2237,,,Unknown,No Context,Proximal flake
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,3,0,3,,0.16,MOQ-2232,,,Unknown,No Context,Proximal flake
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,1.23,MOQ-2238,,,Unknown,No Context,Angular debris
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,4,,,1,0,1,,0.56,MOQ-2240,x,,Unknown,No Context,Missing
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,0.46,MOQ-2239,,,Unknown,No Context,Angular debris
7,20,157-185,,GDD,15/06/23,,1,2,,,,16,,2,0,0,0,0,,1.69,MOQ-2257,x,,Unknown,No Context,Flake shatter
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,1,0,3,,0.1,MOQ-2242,,,Unknown,No Context,Proximal flake
7,18S,286-301,,GD/EN,27/07/23,,1,2,,,,16,,1,2,3,0,1,,0.71,MOQ-2241,,,Unknown,No Context,Proximal flake
7,26,115-125,House 3 Above,GDD,22/06/23,,1,1,,,,16,,1,0,1,0,3,,0.38,MOQ-2271,,House 3,Above,Domestic,Proximal flake
7,30NW,239-241,House 4 Ash,HQB,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.88,MOQ-2276,,House 4,Unspecified (House),Domestic,Angular debris
7,30NW,239-241,House 4 Ash,HQB,20/07/23,,1,1,,,,16,,1,1,2,0,1,,0.12,MOQ-2277,,House 4,Unspecified (House),Domestic,Proximal flake
7,23E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,2,0,0,0,0,,0.47,MOQ-2327,,House 5,Unspecified (House),Domestic,Flake shatter
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,0.2,MOQ-2219,,,Unknown,No Context,Angular debris
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,3,0,3,,0.44,MOQ-2220,,,Unknown,No Context,Proximal flake
7,23W,242-244,House 1 Outside Wall,SC/RP,18/07/23,,1,1,,,,16,4,,,1,0,,,0.22,MOQ-2245,x,House 1,Outside,Domestic,Missing
7,21,203-207,House 2 Floor,RP/LL,29/06/23,,1,1,,,,16,,1,1,2,0,1,,0.01,MOQ-2253,,House 2,Inside,Domestic,Proximal flake
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.09,MOQ-2262,,House 1,Unspecified (House),Domestic,Proximal flake
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.08,MOQ-2263,,House 1,Unspecified (House),Domestic,Proximal flake
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,3,1,0,1,,0.19,MOQ-2261,,House 1,Unspecified (House),Domestic,Proximal flake
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.44,MOQ-2264,,House 1,Unspecified (House),Domestic,Angular debris
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.92,MOQ-2266,,House 1,Unspecified (House),Domestic,Proximal flake
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.35,MOQ-2265,,House 1,Unspecified (House),Domestic,Proximal flake
7,22,207-217,Above Floor,MB/LL/F,23/06/23,,1,2,,,,16,,1,1,1,0,1,,0.92,MOQ-2230,x,,Inside,Other,Proximal flake
7,17,300-303,,GD/EN,28/07/23,,1,2,,,,16,,1,1,2,0,1,,1.71,MOQ-2221,,,Unknown,No Context,Proximal flake
7,30NE,239-240,House 4,HQB,20/04/23,,1,1,,,,16,,2,0,1,0,3,,0.44,MOQ-2249,,House 4,Unspecified (House),Domestic,Flake shatter
7,22,207-217,Above Floor,MB/F/LL,23/06/23,,1,2,27.02,11.17,5.12,16,4,,,1,0,,2,1.66,MOQ-2211,x,,Inside,Other,Missing
7,22,207-217,Above Floor,MB/F/LL,23/06/23,,1,1,,,,16,,1,3,1,0,1,,1.06,MOQ-2312,,,Inside,Other,Proximal flake
7,24SW,239-,House 4 Inside,HQB,20/07/23,,1,1,,,,16,,1,0,1,0,3,1,0.33,MOQ-2314,,House 4,Inside,Domestic,Proximal flake
7,24,247-327,House 1 Inside,RR,11/7/2023,,1,1,,,,16,,1,1,3,0,1,1,0.05,MOQ-2251,,House 1,Inside,Domestic,Proximal flake
7,24,247-327,House 1 Inside,RR,11/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-2252,,House 1,Inside,Domestic,Angular debris
7,16,258-265,,MB/F/LL/A,26/06/23,,1,1,,,,16,,2,0,0,0,5,,0.13,MOQ-2208,,,Unknown,No Context,Flake shatter
7,16,258-265,,MB/F/LL/A,26/06/23,,1,2,,,,16,,1,4,1,0,1,1,0.59,MOQ-2209,,,Unknown,No Context,Proximal flake
7,16,258-265,,MB/F/LL/A,26/06/23,,1,2,,,,16,,2,0,0,0,5,,1.08,MOQ-2210,,,Unknown,No Context,Flake shatter
7,21,200-203,House 2 Above Floor,MB/F,23/06/23,,1,1,,,,16,,1,2,2,0,1,,0.51,MOQ-2229,,House 2,Inside,Domestic,Proximal flake
7,30NE,238-254,House 4 Outside,RV/MB/LL,24/07/23,,1,2,,,,16,4,,,1,0,,2,1.29,MOQ-2250,x,House 4,Outside,Domestic,Missing
8,20,227-,,AF/JQ,11/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.63,MOQ-1244,,,Unknown,No Context,Proximal flake
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,1,2,3,0,1,,0.11,MOQ-1191,,House 6,Unspecified (House),Domestic,Proximal flake
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.02,MOQ-1177,,House 6,Unspecified (House),Domestic,Angular debris
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1176,,House 6,Unspecified (House),Domestic,Angular debris
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.23,MOQ-1181,,House 6,Unspecified (House),Domestic,Angular debris
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,2,0,1,0,3,,0.28,MOQ-1180,,House 6,Unspecified (House),Domestic,Flake shatter
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.38,MOQ-1182,,House 6,Unspecified (House),Domestic,Proximal flake
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.44,MOQ-1179,,House 6,Unspecified (House),Domestic,Angular debris
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,1,0,,1.38,MOQ-1178,,House 6,Unspecified (House),Domestic,Angular debris
8,20,206-234,House 6,GD/FM/AF,4/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.28,MOQ-1750,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,206-234,House 6,GD/FM/AF,4/8/2023,,1,1,,,,16,,1,4,1,0,1,,0.31,MOQ-1751,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,,House 6,JQ,11/8/2023,,1,2,23.2,14.29,5.53,16,2,,,1,0,,2,1.69,MOQ-1208,x,House 6,Unspecified (House),Domestic,Missing
8,20,227-,House 6,AFA,11/8/2023,,1,1,,,,16,,1,3,1,0,1,,0.48,MOQ-1210,,House 6,Unspecified (House),Domestic,Proximal flake
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.1,MOQ-1190,,,Other,Ceramic Event,Flake shatter
8,20,227-,House 6,AFA,11/8/2023,,1,2,,,,16,,1,1,2,0,1,,1.69,MOQ-1174,x,House 6,Unspecified (House),Domestic,Proximal flake
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1166,x,House 6,Unspecified (House),Domestic,Angular debris
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.27,MOQ-1167,x,House 6,Unspecified (House),Domestic,Proximal flake
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.35,MOQ-1168,,House 6,Unspecified (House),Domestic,Proximal flake
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.72,MOQ-1107,,House 6,Unspecified (House),Domestic,Proximal flake
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,21.01,13.07,5.47,16,2,0,0,3,0,1,2,1.0,MOQ-1175,x,,Other,Ceramic Event,N/A
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,1,0,3,0,3,1,0.41,MOQ-1172,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,192-195,House 6SW Outside,JQ,14/08/23,,1,2,,,,16,,2,0,0,0,0,,2.1,MOQ-992,,House 6,Outside,Domestic,Flake shatter
8,20,234-,,RP,4/8/2023,,1,2,,,,16,,1,1,2,0,1,2,1.12,MOQ-1187,,,Unknown,No Context,Proximal flake
8,25,162-177,House 6,JQ,9/9/2023,,1,1,,,,16,,1,3,0,0,2,,0.41,MOQ-1194,,House 6,Unspecified (House),Domestic,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,2,,,,16,,2,0,0,3,0,,1.18,MOQ-1067,,,Unknown,No Context,Flake shatter
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.11,MOQ-1189,,House 6,Unspecified (House),Domestic,Proximal flake
8,15,302-310,,RVQ,7/8/2023,,1,2,,,,16,4,,1,2,0,1,,1.4,MOQ-1185,x,,Unknown,No Context,Missing
8,24,125-135,,FM,2/8/2023,,1,1,,,,16,,1,1,2,0,1,1,0.45,MOQ-1731,,,Unknown,No Context,Proximal flake
8,14,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.24,MOQ-1055,x,House 6,Unspecified (House),Domestic,Angular debris
8,20,227-,House 6,AF/JQ,11/8/2023,,1,1,,,,16,,2,2,0,0,2,,0.5,MOQ-1247,,House 6,Unspecified (House),Domestic,Flake shatter
8,25,177-210,House 6,JQ,18/08/23,,1,1,,,,16,,1,2,2,0,1,,0.41,MOQ-1183,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,234-236,House 6,SCS,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.22,MOQ-1161,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,234-236,House 6,RVQ,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.85,MOQ-1158,,House 6,Unspecified (House),Domestic,Flake shatter
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.56,MOQ-1193,,House 6,Unspecified (House),Domestic,Angular debris
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,0,0,0,0.84,MOQ-1171,,House 6,Unspecified (House),Domestic,Angular debris
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.16,MOQ-1267,,House 6,Unspecified (House),Domestic,Flake shatter
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,2,0,1,0,3,,0.58,MOQ-1268,,House 6,Unspecified (House),Domestic,Flake shatter
8,24,160-173,House 6,SCS,11/8/2023,,1,2,,,,16,,1,1,0,0,2,,0.61,MOQ-1225,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,192-195,House 6SW Outside,JQ,15/08/23,,1,2,,,,16,,2,0,2,0,3,,0.6,MOQ-1083,,House 6,Outside,Domestic,Flake shatter
8,12,?-254,,ENHR,15/08/23,,1,2,,,,16,,1,1,0,0,2,1,0.95,MOQ-1069,,,Unknown,No Context,Proximal flake
8,15,302-310,,RVQ,7/8/2023,,1,2,,,,16,,2,0,0,0,0,0,1.07,MOQ-1197,,,Unknown,No Context,Flake shatter
8,20,227-,House 6,AF/DQ,11/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.44,MOQ-1215,,House 6,Unspecified (House),Domestic,Proximal flake
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.07,MOQ-1240,,,Other,Other,Proximal flake
8,14,290-293,,GDD,7/8/2023,,1,1,,,,16,,2,0,3,0,3,,0.11,MOQ-1248,,,Unknown,No Context,Flake shatter
8,25,162-177,House 6,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1199,,House 6,Unspecified (House),Domestic,Angular debris
8,20,227,House 6,DQ/AF,11/9/2023,,1,1,,,,16,,1,1,1,0,1,,0.36,MOQ-1198,,House 6,Unspecified (House),Domestic,Proximal flake
8,15,302-310,,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.35,MOQ-1196,,,Unknown,No Context,Angular debris
8,15,302-310,,JQ,4/8/2023,,1,2,,,,16,,1,1,0,0,2,,1.12,MOQ-1195,,,Unknown,No Context,Proximal flake
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1079,,House 6,Outside,Domestic,Angular debris
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1081,,House 6,Outside,Domestic,Angular debris
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.15,MOQ-1076,,House 6,Outside,Domestic,Proximal flake
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.19,MOQ-1077,,House 6,Outside,Domestic,Proximal flake
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.17,MOQ-1078,,House 6,Outside,Domestic,Proximal flake
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,3,,0.21,MOQ-1080,,House 6,Outside,Domestic,Proximal flake
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,1,0,1,,0.18,MOQ-1082,,House 6,Outside,Domestic,Proximal flake
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.08,MOQ-1237,,House 6,Unspecified (House),Domestic,Proximal flake
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.18,MOQ-1238,,House 6,Unspecified (House),Domestic,Proximal flake
8,24,160-173,House 6,SCS,11/8/2023,,1,2,,,,16,,2,0,0,0,0,,0.53,MOQ-1239,,House 6,Unspecified (House),Domestic,Flake shatter
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.02,not p-xrfd,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,227,House 6,AFA,11/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.8,MOQ-1235,,House 6,Unspecified (House),Domestic,Proximal flake
8,24,138-160,,SCS,9/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.11,MOQ-1266,,,Unknown,No Context,Proximal flake
8,25,210-,House 6,AFA/F,14/08/23,,1,2,,,,16,,2,0,0,0,0,,2.14,MOQ-1054,,House 6,Unspecified (House),Domestic,Flake shatter
8,11,?-248,House 7,ENHR,17/08/23,,1,1,,,,16,,3,0,0,0,0,,0.26,MOQ-1030,,House 7,Unspecified (House),Domestic,Angular debris
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.92,MOQ-1009,,House 6,Outside,Domestic,Proximal flake
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.7,MOQ-1010,,House 6,Outside,Domestic,Flake shatter
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,1,2,0,0,2,1,0.08,MOQ-1011,,House 6,Outside,Domestic,Proximal flake
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,2,0,0,0,0,,0.14,MOQ-990,,,Unknown,No Context,Flake shatter
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,1,2,2,0,1,,0.21,MOQ-988,,,Unknown,No Context,Proximal flake
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.33,MOQ-989,,,Unknown,No Context,Angular debris
